Day,Priority,Brand,Country,Segment,Styla category,For,Website,Likely chart URL — VERIFY,Columns to look for,Status,Uploaded,Cuts found,Notes
Backlog,P2,Show Me Your Mumu,US,Occasion & bridal party,Dresses,Women's,https://showmeyourmumu.com,https://showmeyourmumu.com/pages/size-guide,"bust, waist, hip, length (hollow-to-hem)",Not started,No,,
Backlog,P2,Banana Republic,US,Tailoring & suits,Bottoms,Both,https://bananarepublic.gap.com,https://bananarepublic.gap.com/pages/size-guide,"waist, hip, inseam, rise, thigh, leg opening",Not started,No,,
Backlog,P3,Banana Republic,US,Tailoring & suits,Dresses,Women's,https://bananarepublic.gap.com,https://bananarepublic.gap.com/pages/size-guide,"bust, waist, hip, length (hollow-to-hem)",Not started,No,,
Backlog,P2,Black Lapel,US,Tailoring & suits,Dress shirts,Men's,https://blacklapel.com,https://blacklapel.com/pages/size-guide,"neck, chest, waist, sleeve, shoulder, body length",Not started,No,,
Backlog,P2,Bonobos,US,Tailoring & suits,Dress shirts,Men's,https://bonobos.com,https://bonobos.com/pages/size-guide,"neck, chest, waist, sleeve, shoulder, body length",Not started,No,,
Backlog,P3,Bonobos,US,Tailoring & suits,Tops,Men's,https://bonobos.com,https://bonobos.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P3,Brooks Brothers,US,Tailoring & suits,Bottoms,Men's,https://brooksbrothers.com,https://brooksbrothers.com/pages/size-guide,"waist, hip, inseam, rise, thigh, leg opening",Not started,No,,
Backlog,P2,Buck Mason,US,Tailoring & suits,Bottoms,Men's,https://buckmason.com,https://buckmason.com/pages/size-guide,"waist, hip, inseam, rise, thigh, leg opening",Not started,No,,
Backlog,P3,Buck Mason,US,Tailoring & suits,Suits & Blazers,Men's,https://buckmason.com,https://buckmason.com/pages/size-guide,"chest, waist, sleeve, shoulder, neck, S/R/L length",Not started,No,,
Backlog,P2,Charles Tyrwhitt,US,Tailoring & suits,Suits & Blazers,Men's,https://ctshirts.com,https://ctshirts.com/pages/size-guide,"chest, waist, sleeve, shoulder, neck, S/R/L length",Not started,No,,
Backlog,P2,Express,US,Tailoring & suits,Bottoms,Both,https://express.com,https://express.com/pages/size-guide,"waist, hip, inseam, rise, thigh, leg opening",Not started,No,,
Backlog,P2,Express,US,Tailoring & suits,Dress shirts,Men's,https://express.com,https://express.com/pages/size-guide,"neck, chest, waist, sleeve, shoulder, body length",Not started,No,,
Backlog,P2,Generation Tux,US,Tailoring & suits,Dress shirts,Men's,https://generationtux.com,https://generationtux.com/pages/size-guide,"neck, chest, waist, sleeve, shoulder, body length",Not started,No,,
Backlog,P3,Harry Rosen,CA,Tailoring & suits,Coats & Jackets,Men's,https://harryrosen.com,https://harryrosen.com/pages/size-guide,"chest, waist, hip, sleeve, body length",Not started,No,,
Backlog,P2,Harry Rosen,CA,Tailoring & suits,Dress shirts,Men's,https://harryrosen.com,https://harryrosen.com/pages/size-guide,"neck, chest, waist, sleeve, shoulder, body length",Not started,No,,
Backlog,P2,Hockerty,US,Tailoring & suits,Dress shirts,Both,https://hockerty.com,https://hockerty.com/pages/size-guide,"neck, chest, waist, sleeve, shoulder, body length",Not started,No,,
Backlog,P2,Indochino,CA,Tailoring & suits,Bottoms,Men's,https://indochino.com,https://indochino.com/pages/size-guide,"waist, hip, inseam, rise, thigh, leg opening",Not started,No,,
Backlog,P3,Indochino,CA,Tailoring & suits,Coats & Jackets,Men's,https://indochino.com,https://indochino.com/pages/size-guide,"chest, waist, hip, sleeve, body length",Not started,No,,
Backlog,P2,J.Crew Ludlow,US,Tailoring & suits,Dress shirts,Men's,https://jcrew.com,https://jcrew.com/pages/size-guide,"neck, chest, waist, sleeve, shoulder, body length",Not started,No,,
Backlog,P2,Moores Clothing,CA,Tailoring & suits,Dress shirts,Men's,https://mooresclothing.ca,https://mooresclothing.ca/pages/size-guide,"neck, chest, waist, sleeve, shoulder, body length",Not started,No,,
Backlog,P2,Oliver Wicks,US,Tailoring & suits,Dress shirts,Men's,https://oliverwicks.com,https://oliverwicks.com/pages/size-guide,"neck, chest, waist, sleeve, shoulder, body length",Not started,No,,
Backlog,P2,Peter Manning NYC,US,Tailoring & suits,Suits & Blazers,Men's,https://petermanningnyc.com,https://petermanningnyc.com/pages/size-guide,"chest, waist, sleeve, shoulder, neck, S/R/L length",Not started,No,,
Backlog,P2,Proper Cloth,US,Tailoring & suits,Suits & Blazers,Men's,https://propercloth.com,https://propercloth.com/pages/size-guide,"chest, waist, sleeve, shoulder, neck, S/R/L length",Not started,No,,
Backlog,P2,RW&CO.,CA,Tailoring & suits,Bottoms,Both,https://rw-co.com,https://rw-co.com/pages/size-guide,"waist, hip, inseam, rise, thigh, leg opening",Not started,No,,
Backlog,P2,RW&CO.,CA,Tailoring & suits,Dress shirts,Men's,https://rw-co.com,https://rw-co.com/pages/size-guide,"neck, chest, waist, sleeve, shoulder, body length",Not started,No,,
Backlog,P3,Samuelsohn,CA,Tailoring & suits,Coats & Jackets,Men's,https://samuelsohn.com,https://samuelsohn.com/pages/size-guide,"chest, waist, hip, sleeve, body length",Not started,No,,
Backlog,P2,Spier & Mackay,CA,Tailoring & suits,Bottoms,Men's,https://spierandmackay.com,https://spierandmackay.com/pages/size-guide,"waist, hip, inseam, rise, thigh, leg opening",Not started,No,,
Backlog,P3,SuitSupply,US,Tailoring & suits,Coats & Jackets,Men's,https://suitsupply.com,https://suitsupply.com/pages/size-guide,"chest, waist, hip, sleeve, body length",Not started,No,,
Backlog,P2,Surmesur,CA,Tailoring & suits,Dress shirts,Men's,https://surmesur.com,https://surmesur.com/pages/size-guide,"neck, chest, waist, sleeve, shoulder, body length",Not started,No,,
Backlog,P2,The Black Tux,US,Tailoring & suits,Dress shirts,Men's,https://theblacktux.com,https://theblacktux.com/pages/size-guide,"neck, chest, waist, sleeve, shoulder, body length",Not started,No,,
Backlog,P2,Tip Top Tailors,CA,Tailoring & suits,Dress shirts,Men's,https://tiptop.ca,https://tiptop.ca/pages/size-guide,"neck, chest, waist, sleeve, shoulder, body length",Not started,No,,
Backlog,P3,Todd Snyder,US,Tailoring & suits,Tops,Men's,https://toddsnyder.com,https://toddsnyder.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P3,Alo Yoga,US,Active & mainstream volume,Bras,Women's,https://aloyoga.com,https://aloyoga.com/pages/size-guide,"underbust, bust, band, cup",Not started,No,,
Backlog,P2,Alo Yoga,US,Active & mainstream volume,Tops,Both,https://aloyoga.com,https://aloyoga.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,Arc'teryx,CA,Active & mainstream volume,Bottoms,Both,https://arcteryx.com,https://arcteryx.com/pages/size-guide,"waist, hip, inseam, rise, thigh, leg opening",Not started,No,,
Backlog,P3,Arc'teryx,CA,Active & mainstream volume,Tops,Both,https://arcteryx.com,https://arcteryx.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,Aritzia,CA,Active & mainstream volume,Tops,Women's,https://aritzia.com,https://aritzia.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,Club Monaco,CA,Active & mainstream volume,Bottoms,Both,https://clubmonaco.com,https://clubmonaco.com/pages/size-guide,"waist, hip, inseam, rise, thigh, leg opening",Not started,No,,
Backlog,P3,Club Monaco,CA,Active & mainstream volume,Dresses,Women's,https://clubmonaco.com,https://clubmonaco.com/pages/size-guide,"bust, waist, hip, length (hollow-to-hem)",Not started,No,,
Backlog,P2,Cuts Clothing,US,Active & mainstream volume,Bottoms,Men's,https://cutsclothing.com,https://cutsclothing.com/pages/size-guide,"waist, hip, inseam, rise, thigh, leg opening",Not started,No,,
Backlog,P3,Fabletics,US,Active & mainstream volume,Bras,Women's,https://fabletics.com,https://fabletics.com/pages/size-guide,"underbust, bust, band, cup",Not started,No,,
Backlog,P2,Fabletics,US,Active & mainstream volume,Tops,Women's,https://fabletics.com,https://fabletics.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,Faherty,US,Active & mainstream volume,Bottoms,Both,https://fahertybrand.com,https://fahertybrand.com/pages/size-guide,"waist, hip, inseam, rise, thigh, leg opening",Not started,No,,
Backlog,P3,Faherty,US,Active & mainstream volume,Dresses,Women's,https://fahertybrand.com,https://fahertybrand.com/pages/size-guide,"bust, waist, hip, length (hollow-to-hem)",Not started,No,,
Backlog,P2,Gymshark,US,Active & mainstream volume,Shorts,Men's,https://gymshark.com,https://gymshark.com/pages/size-guide,"waist, hip, inseam",Not started,No,,
Backlog,P2,Gymshark,US,Active & mainstream volume,Tops,Both,https://gymshark.com,https://gymshark.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,H&M,US,Active & mainstream volume,Bottoms,Both,https://hm.com,https://hm.com/pages/size-guide,"waist, hip, inseam, rise, thigh, leg opening",Not started,No,,
Backlog,P2,H&M,US,Active & mainstream volume,Tops,Both,https://hm.com,https://hm.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,Joe Fresh,CA,Active & mainstream volume,Bottoms,Both,https://joefresh.com,https://joefresh.com/pages/size-guide,"waist, hip, inseam, rise, thigh, leg opening",Not started,No,,
Backlog,P3,Joe Fresh,CA,Active & mainstream volume,Boys' tops,Both,https://joefresh.com,https://joefresh.com/pages/size-guide,"chest, height, age",Not started,No,,
Backlog,P3,Joe Fresh,CA,Active & mainstream volume,Girls' tops,Both,https://joefresh.com,https://joefresh.com/pages/size-guide,"chest, height, age",Not started,No,,
Backlog,P2,Lululemon,CA,Active & mainstream volume,Bottoms,Both,https://lululemon.com,https://lululemon.com/pages/size-guide,"waist, hip, inseam, rise, thigh, leg opening",Not started,No,,
Backlog,P3,Lululemon,CA,Active & mainstream volume,Bras,Women's,https://lululemon.com,https://lululemon.com/pages/size-guide,"underbust, bust, band, cup",Not started,No,,
Backlog,P2,Lululemon,CA,Active & mainstream volume,Shorts,Men's,https://lululemon.com,https://lululemon.com/pages/size-guide,"waist, hip, inseam",Not started,No,,
Backlog,P2,Lululemon,CA,Active & mainstream volume,Tops,Both,https://lululemon.com,https://lululemon.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,Mango,US,Active & mainstream volume,Bottoms,Women's,https://shop.mango.com,https://shop.mango.com/pages/size-guide,"waist, hip, inseam, rise, thigh, leg opening",Not started,No,,
Backlog,P2,Mango,US,Active & mainstream volume,Tops,Women's,https://shop.mango.com,https://shop.mango.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P3,Marine Layer,US,Active & mainstream volume,Bottoms,Both,https://marinelayer.com,https://marinelayer.com/pages/size-guide,"waist, hip, inseam, rise, thigh, leg opening",Not started,No,,
Backlog,P2,Nike,US,Active & mainstream volume,Leggings,Women's,https://nike.com,https://nike.com/pages/size-guide,"waist, hip, inseam, rise",Not started,No,,
Backlog,P2,Nike,US,Active & mainstream volume,Shorts,Both,https://nike.com,https://nike.com/pages/size-guide,"waist, hip, inseam",Not started,No,,
Backlog,P3,Oiselle,US,Active & mainstream volume,Bras,Women's,https://oiselle.com,https://oiselle.com/pages/size-guide,"underbust, bust, band, cup",Not started,No,,
Backlog,P2,Oiselle,US,Active & mainstream volume,Tops,Women's,https://oiselle.com,https://oiselle.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,Outdoor Voices,US,Active & mainstream volume,Shorts,Both,https://outdoorvoices.com,https://outdoorvoices.com/pages/size-guide,"waist, hip, inseam",Not started,No,,
Backlog,P3,Outdoor Voices,US,Active & mainstream volume,Tops,Both,https://outdoorvoices.com,https://outdoorvoices.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,Quince,US,Active & mainstream volume,Bottoms,Both,https://onequince.com,https://onequince.com/pages/size-guide,"waist, hip, inseam, rise, thigh, leg opening",Not started,No,,
Backlog,P2,Quince,US,Active & mainstream volume,Dresses,Women's,https://onequince.com,https://onequince.com/pages/size-guide,"bust, waist, hip, length (hollow-to-hem)",Not started,No,,
Backlog,P2,Rhone,US,Active & mainstream volume,Bottoms,Men's,https://rhone.com,https://rhone.com/pages/size-guide,"waist, hip, inseam, rise, thigh, leg opening",Not started,No,,
Backlog,P2,Rhone,US,Active & mainstream volume,Tops,Men's,https://rhone.com,https://rhone.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,Roots,CA,Active & mainstream volume,Bottoms,Both,https://roots.com,https://roots.com/pages/size-guide,"waist, hip, inseam, rise, thigh, leg opening",Not started,No,,
Backlog,P3,Roots,CA,Active & mainstream volume,Boys' tops,Both,https://roots.com,https://roots.com/pages/size-guide,"chest, height, age",Not started,No,,
Backlog,P2,Roots,CA,Active & mainstream volume,Coats & Jackets,Both,https://roots.com,https://roots.com/pages/size-guide,"chest, waist, hip, sleeve, body length",Not started,No,,
Backlog,P2,Simons,CA,Active & mainstream volume,Bottoms,Both,https://simons.ca,https://simons.ca/pages/size-guide,"waist, hip, inseam, rise, thigh, leg opening",Not started,No,,
Backlog,P2,Simons,CA,Active & mainstream volume,Tops,Both,https://simons.ca,https://simons.ca/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P3,Sweaty Betty,US,Active & mainstream volume,Bras,Women's,https://sweatybetty.com,https://sweatybetty.com/pages/size-guide,"underbust, bust, band, cup",Not started,No,,
Backlog,P2,Sweaty Betty,US,Active & mainstream volume,Tops,Women's,https://sweatybetty.com,https://sweatybetty.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,Ten Thousand,US,Active & mainstream volume,Tops,Men's,https://tenthousand.cc,https://tenthousand.cc/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,Tracksmith,US,Active & mainstream volume,Tops,Both,https://tracksmith.com,https://tracksmith.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,Under Armour,US,Active & mainstream volume,Leggings,Women's,https://underarmour.com,https://underarmour.com/pages/size-guide,"waist, hip, inseam, rise",Not started,No,,
Backlog,P2,Under Armour,US,Active & mainstream volume,Shorts,Both,https://underarmour.com,https://underarmour.com/pages/size-guide,"waist, hip, inseam",Not started,No,,
Backlog,P2,Uniqlo,US,Active & mainstream volume,Bottoms,Both,https://uniqlo.com,https://uniqlo.com/pages/size-guide,"waist, hip, inseam, rise, thigh, leg opening",Not started,No,,
Backlog,P2,Uniqlo,US,Active & mainstream volume,Coats & Jackets,Both,https://uniqlo.com,https://uniqlo.com/pages/size-guide,"chest, waist, hip, sleeve, body length",Not started,No,,
Backlog,P2,Vuori,US,Active & mainstream volume,Bottoms,Both,https://vuoriclothing.com,https://vuoriclothing.com/pages/size-guide,"waist, hip, inseam, rise, thigh, leg opening",Not started,No,,
Backlog,P2,Vuori,US,Active & mainstream volume,Leggings,Women's,https://vuoriclothing.com,https://vuoriclothing.com/pages/size-guide,"waist, hip, inseam, rise",Not started,No,,
Backlog,P3,Vuori,US,Active & mainstream volume,Tops,Both,https://vuoriclothing.com,https://vuoriclothing.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,Zara,US,Active & mainstream volume,Bottoms,Both,https://zara.com,https://zara.com/pages/size-guide,"waist, hip, inseam, rise, thigh, leg opening",Not started,No,,
Backlog,P3,Zara,US,Active & mainstream volume,Coats & Jackets,Both,https://zara.com,https://zara.com/pages/size-guide,"chest, waist, hip, sleeve, body length",Not started,No,,
Backlog,P2,Zara,US,Active & mainstream volume,Tops,Both,https://zara.com,https://zara.com/pages/size-guide,"chest/bust, waist, shoulder, sleeve, body length",Not started,No,,
Backlog,P2,adidas,US,Active & mainstream volume,Leggings,Women's,https://adidas.com,https://adidas.com/pages/size-guide,"waist, hip, inseam, rise",Not started,No,,
Backlog,P2,adidas,US,Active & mainstream volume,Shorts,Both,https://adidas.com,https://adidas.com/pages/size-guide,"waist, hip, inseam",Not started,No,,
